,invoice_id,cust_number,name_customer,Industry_Sector,buisness_year,issue_date,due_in_date,invoice_currency,total_open_amount,clear_date,isOpen,Ground_Truth,issue_date_format,due_in_date_format,clear_date_format,time_taken_for_payment,payment_category,sector_format,no_of_days_for_due_pay,US_Dollars,no_of_early_pays,avg_of_early_pays,no_of_OnTime_pays,avg_of_OnTime_pays,no_of_late_pays,avg_of_late_pays,no_of_VeryLate_pays,avg_of_VeryLate_pays,no_of_CriticallyLate_pays,avg_of_CriticallyLate_pays
748,1928990149.0,100021392,MY MOT trust,,2019,3/19/19,20190403,USD,14864.04,04/03/19 0:00,0,,2019-03-19,2019-04-03,2019-04-03,0.0,OnTime,AllSectors,15,14864.04,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
749,1930129761.0,200915438,GROC co,,2019,11/13/19,20191128,USD,2342.0,11/29/19 0:00,0,,2019-11-13,2019-11-28,2019-11-29,1.0,Late,AllSectors,15,2342.0,0,0.0,2,11036.485714285714,0,0.0,0,0.0,0,0.0
750,1928944617.0,200406153,JALI corp,,2019,03/11/19,20190326,USD,6648.18,04/01/19 0:00,0,,2019-03-11,2019-03-26,2019-04-01,6.0,Late,AllSectors,15,6648.18,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
751,1929223945.0,200769623,WAL-MAR systems,Retail,2019,4/30/19,20190515,USD,16286.18,05/10/19 0:00,0,,2019-04-30,2019-05-15,2019-05-10,-5.0,Early,Retail,15,16286.18,49,20134.15274949084,1,11085.927272727273,8,17723.343209876544,1,791.8272727272727,0,0.0
752,1929260052.0,CCCA02,KRAFT  us,,2019,05/06/19,20190610,USD,18250.2,6/28/19 0:00,0,,2019-05-06,2019-06-10,2019-06-28,18.0,Late,AllSectors,35,18250.2,1,7003.636363636363,1,14768.30909090909,2,11413.409523809523,0,0.0,0,0.0
754,1930488274.0,200769623,WAL-MAR co,Retail,2020,02/08/20,20200223,USD,1481.01,2/20/20 0:00,0,,2020-02-08,2020-02-23,2020-02-20,-3.0,Early,Retail,15,1481.01,179,23715.4688442211,1,11085.927272727273,35,25082.993162393155,1,791.8272727272727,0,0.0
755,1928580414.0,200769623,WAL-MAR corporation,Retail,2019,01/07/19,20190122,USD,13720.16,1/17/19 0:00,0,,2019-01-07,2019-01-22,2019-01-17,-5.0,Early,Retail,15,13720.16,1,18813.98181818182,0,0.0,0,0.0,0,0.0,0,0.0
756,1929807403.0,200779111,NICH trust,,2019,8/29/19,20190913,USD,35052.83,09/10/19 0:00,0,,2019-08-29,2019-09-13,2019-09-10,-3.0,Early,AllSectors,15,35052.83,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
757,1928707920.0,200779906,BOZZU trust,,2019,1/30/19,20190214,USD,54315.94,2/15/19 0:00,0,,2019-01-30,2019-02-14,2019-02-15,1.0,Late,AllSectors,15,54315.94,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
760,1929231587.0,100049075,LIBERT llc,,2019,05/03/19,20190518,USD,11990.8,06/01/19 0:00,0,,2019-05-03,2019-05-18,2019-06-01,14.0,Late,AllSectors,15,11990.8,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
761,1929136161.0,200769623,WAL-MAR llc,Retail,2019,04/12/19,20190427,USD,36360.46,4/23/19 0:00,0,,2019-04-12,2019-04-27,2019-04-23,-4.0,Early,Retail,15,36360.46,40,19641.400249376562,0,0.0,7,20161.547887323944,1,791.8272727272727,0,0.0
763,1930518906.0,200726979,BJ'S  trust,,2020,2/13/20,20200228,USD,33.18,03/02/20 0:00,0,,2020-02-13,2020-02-28,2020-03-02,3.0,Late,AllSectors,15,33.18,0,0.0,21,6667.830805687203,19,10135.970157068063,0,0.0,0,0.0
764,2960565999.0,140106293,ATLANT foundation,,2019,7/17/19,20190805,CAD,24.13,08/02/19 0:00,0,,2019-07-17,2019-08-05,2019-08-02,-3.0,Early,AllSectors,19,17.6149,0,0.0,0,0.0,1,34.74545454545454,0,0.0,0,0.0
765,1930424984.0,200486270,BAR systems,,2020,1/22/20,20200206,USD,9506.24,02/06/20 0:00,0,,2020-01-22,2020-02-06,2020-02-06,0.0,OnTime,AllSectors,15,9506.24,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
766,1929919773.0,200736337,SYSCO F co,,2019,9/25/19,20191010,USD,6891.47,10/11/19 0:00,0,,2019-09-25,2019-10-10,2019-10-11,1.0,Late,AllSectors,15,6891.47,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
767,1929272775.0,200126819,MCLANE llc,,2019,05/07/19,20190522,USD,19606.32,5/22/19 0:00,0,,2019-05-07,2019-05-22,2019-05-22,0.0,OnTime,AllSectors,15,19606.32,1,32295.681818181816,0,0.0,0,0.0,0,0.0,0,0.0
768,1929426356.0,200726979,BJ'S  ,,2019,06/05/19,20190620,USD,356.13,6/20/19 0:00,0,,2019-06-05,2019-06-20,2019-06-20,0.0,OnTime,AllSectors,15,356.13,0,0.0,7,15656.470422535212,9,11593.056043956043,0,0.0,0,0.0
769,1928825536.0,200455322,PEA in,,2019,2/21/19,20190323,USD,40865.79,3/22/19 0:00,0,,2019-02-21,2019-03-23,2019-03-22,-1.0,Early,AllSectors,30,40865.79,0,0.0,0,0.0,0,0.0,1,10725.436363636363,0,0.0
770,1929758460.0,200769623,WAL-MAR trust,Retail,2019,8/18/19,20190902,USD,5600.41,8/28/19 0:00,0,,2019-08-18,2019-09-02,2019-08-28,-5.0,Early,Retail,15,5600.41,95,23008.8050473186,1,11085.927272727273,18,24033.357458563536,1,791.8272727272727,0,0.0
771,1930212463.0,200769623,WAL-MAR us,Retail,2019,12/04/19,20191219,USD,1074.15,12/20/19 0:00,0,,2019-12-04,2019-12-19,2019-12-20,1.0,Late,Retail,15,1074.15,145,23899.22839421088,1,11085.927272727273,28,25118.538434163696,1,791.8272727272727,0,0.0
772,1928958124.0,200792734,MDV/ ,,2019,3/13/19,20190328,USD,57990.49,3/27/19 0:00,0,,2019-03-13,2019-03-28,2019-03-27,-1.0,Early,AllSectors,15,57990.49,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
773,1929706607.0,200744019,TARG us,,2019,08/06/19,20191020,USD,1055.0,10/22/19 0:00,0,,2019-08-06,2019-10-20,2019-10-22,2.0,Late,AllSectors,75,1055.0,1,10306.645454545453,0,0.0,6,38333.7262295082,0,0.0,0,0.0
774,1929719717.0,200148860,DOLLA llc,,2019,08/11/19,20190826,USD,14776.32,8/26/19 0:00,0,,2019-08-11,2019-08-26,2019-08-26,0.0,OnTime,AllSectors,15,14776.32,0,0.0,1,16478.84545454545,1,56121.590909090904,0,0.0,0,0.0
775,2960591483.0,140104440,SO ,,2019,11/07/19,20191127,CAD,60843.47,12/04/19 0:00,0,,2019-11-07,2019-11-27,2019-12-04,7.0,Late,AllSectors,20,44415.7331,0,0.0,0,0.0,6,130996.62295081968,0,0.0,0,0.0
776,1929386991.0,200769623,WAL-MAR in,Retail,2019,5/28/19,20190612,USD,17521.53,6/13/19 0:00,0,,2019-05-28,2019-06-12,2019-06-13,1.0,Late,Retail,15,17521.53,59,19679.76040609137,1,11085.927272727273,10,22460.567326732675,1,791.8272727272727,0,0.0
778,2960593815.0,100027281,236008 associates,,2019,11/15/19,20191128,CAD,36161.66,11/25/19 0:00,0,,2019-11-15,2019-11-28,2019-11-25,-3.0,Early,AllSectors,13,26398.0118,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
779,1929539190.0,200342745,NAPPIE llc,,2019,6/26/19,20190711,USD,31376.61,07/02/19 0:00,0,,2019-06-26,2019-07-11,2019-07-02,-9.0,Early,AllSectors,15,31376.61,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
780,1929343790.0,200782772,ASSOC G corp,,2019,5/20/19,20190604,USD,1066.04,06/07/19 0:00,0,,2019-05-20,2019-06-04,2019-06-07,3.0,Late,AllSectors,15,1066.04,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
781,1929313779.0,200739534,OK trust,,2019,5/13/19,20190528,USD,51951.41,5/30/19 0:00,0,,2019-05-13,2019-05-28,2019-05-30,2.0,Late,AllSectors,15,51951.41,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
782,1930367419.0,200729942,SA trust,,2020,01/07/20,20200122,USD,3895.98,1/22/20 0:00,0,,2020-01-07,2020-01-22,2020-01-22,0.0,OnTime,AllSectors,15,3895.98,4,12945.434146341464,1,707.6363636363635,1,5183.290909090909,0,0.0,0,0.0
783,1929573672.0,200794332,COST systems,,2019,07/08/19,20190728,USD,17817.7,7/22/19 0:00,0,,2019-07-08,2019-07-28,2019-07-22,-6.0,Early,AllSectors,20,17817.7,3,27439.399999999998,3,13657.106451612903,3,25472.81612903226,0,0.0,0,0.0
784,1928839584.0,200803720,DEC associates,,2019,2/22/19,20190311,USD,2813.28,03/04/19 0:00,0,,2019-02-22,2019-03-11,2019-03-04,-7.0,Early,AllSectors,17,2813.28,2,7509.2095238095235,0,0.0,0,0.0,0,0.0,0,0.0
785,1928895156.0,200726979,BJ'S  systems,,2019,03/06/19,20190321,USD,100889.17,3/21/19 0:00,0,,2019-03-06,2019-03-21,2019-03-21,0.0,OnTime,AllSectors,15,100889.17,0,0.0,1,383.4363636363636,5,16873.511764705883,0,0.0,0,0.0
786,1929779560.0,200705372,FR in,,2019,8/24/19,20191028,USD,1596.91,10/28/19 0:00,0,,2019-08-24,2019-10-28,2019-10-28,0.0,OnTime,AllSectors,65,1596.91,0,0.0,1,4839.627272727273,1,48742.127272727266,0,0.0,0,0.0
787,1930208898.0,200762678,JOR corp,,2019,12/03/19,20191218,USD,47397.91,12/12/19 0:00,0,,2019-12-03,2019-12-18,2019-12-12,-6.0,Early,AllSectors,15,47397.91,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
788,1930027888.0,200769623,WAL-MAR llc,Retail,2019,10/20/19,20191104,USD,813.21,10/31/19 0:00,0,,2019-10-20,2019-11-04,2019-10-31,-4.0,Early,Retail,15,813.21,124,24051.437469782424,1,11085.927272727273,21,23591.502369668247,1,791.8272727272727,0,0.0
789,1928962415.0,200705742,DOT foundation,,2019,3/14/19,20190329,USD,136.51,3/29/19 0:00,0,,2019-03-14,2019-03-29,2019-03-29,0.0,OnTime,AllSectors,15,136.51,1,3320.3090909090906,1,103.15454545454544,0,0.0,0,0.0,0,0.0
790,1929302307.0,200707822,PUBLI us,,2019,05/11/19,20190526,USD,93656.42,5/28/19 0:00,0,,2019-05-11,2019-05-26,2019-05-28,2.0,Late,AllSectors,15,93656.42,0,0.0,0,0.0,4,79876.83170731708,0,0.0,0,0.0
791,1930144868.0,200780383,MEIJ ,,2019,11/13/19,20191128,USD,151747.67,11/29/19 0:00,0,,2019-11-13,2019-11-28,2019-11-29,1.0,Late,AllSectors,15,151747.67,0,0.0,4,39590.6756097561,5,39488.86078431372,0,0.0,0,0.0
792,2960551651.0,140105847,GORDON F foundation,,2019,5/28/19,20190609,CAD,26660.05,06/10/19 0:00,0,,2019-05-28,2019-06-09,2019-06-10,1.0,Late,AllSectors,12,19461.836499999998,0,0.0,0,0.0,1,30475.454545454544,0,0.0,0,0.0
793,1930229734.0,200769623,WAL-MAR in,Retail,2019,12/07/19,20191222,USD,15363.53,12/17/19 0:00,0,,2019-12-07,2019-12-22,2019-12-17,-5.0,Early,Retail,15,15363.53,146,23977.61950718685,1,11085.927272727273,29,24292.270790378003,1,791.8272727272727,0,0.0
794,1928608145.0,200769623,WAL-MAR ,Retail,2019,1/13/19,20190128,USD,15975.71,1/23/19 0:00,0,,2019-01-13,2019-01-28,2019-01-23,-5.0,Early,Retail,15,15975.71,7,20413.915492957745,0,0.0,0,0.0,0,0.0,0,0.0
795,1928989097.0,200780383,MEIJ us,,2019,3/18/19,20190402,USD,38842.72,04/03/19 0:00,0,,2019-03-18,2019-04-02,2019-04-03,1.0,Late,AllSectors,15,38842.72,0,0.0,1,16814.418181818182,2,57751.866666666654,0,0.0,0,0.0
796,1929973511.0,200769623,WAL-MAR foundation,Retail,2019,10/06/19,20191021,USD,57816.02,10/22/19 0:00,0,,2019-10-06,2019-10-21,2019-10-22,1.0,Late,Retail,15,57816.02,117,23966.939368061478,1,11085.927272727273,20,21888.790049751246,1,791.8272727272727,0,0.0
797,1928729157.0,200769623,WAL-MAR in,Retail,2019,02/03/19,20190218,USD,20465.05,2/13/19 0:00,0,,2019-02-03,2019-02-18,2019-02-13,-5.0,Early,Retail,15,20465.05,17,17571.60350877193,0,0.0,4,25216.339024390247,1,791.8272727272727,0,0.0
798,1929714997.0,200803720,DEC foundation,,2019,08/07/19,20190811,USD,9316.78,08/12/19 0:00,0,,2019-08-07,2019-08-11,2019-08-12,1.0,Late,AllSectors,4,9316.78,6,3157.3836065573773,0,0.0,0,0.0,0,0.0,0,0.0
799,1928732170.0,200769623,WAL-MAR ,Retail,2019,02/04/19,20190219,USD,471.56,2/14/19 0:00,0,,2019-02-04,2019-02-19,2019-02-14,-5.0,Early,Retail,15,471.56,18,17731.462430939224,0,0.0,4,25216.339024390247,1,791.8272727272727,0,0.0
800,1929717727.0,200779051,AFFILI us,,2019,08/07/19,20190822,USD,106995.64,8/19/19 0:00,0,,2019-08-07,2019-08-22,2019-08-19,-3.0,Early,AllSectors,15,106995.64,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
801,1929199357.0,200759878,SA llc,,2019,4/23/19,20190508,USD,21239.7,05/10/19 0:00,0,,2019-04-23,2019-05-08,2019-05-10,2.0,Late,AllSectors,15,21239.7,0,0.0,1,57069.42727272727,7,26944.811267605637,0,0.0,0,0.0
802,1929197467.0,200772670,ASSOCIAT trust,,2019,4/23/19,20190508,USD,66918.46,05/09/19 0:00,0,,2019-04-23,2019-05-08,2019-05-09,1.0,Late,AllSectors,15,66918.46,3,55643.96129032257,1,24573.22727272727,3,54802.977419354844,0,0.0,0,0.0
803,1930173097.0,200875006,KROGER us,,2019,11/19/19,20191204,USD,120252.05,12/04/19 0:00,0,,2019-11-19,2019-12-04,2019-12-04,0.0,OnTime,AllSectors,15,120252.05,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
804,1930503144.0,200708411,SHAM trust,,2020,02/10/20,20200225,USD,23137.12,2/13/20 0:00,0,,2020-02-10,2020-02-25,2020-02-13,-12.0,Early,AllSectors,15,23137.12,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
805,1929340621.0,200779906,BOZZU ,,2019,5/20/19,20190604,USD,728.02,06/05/19 0:00,0,,2019-05-20,2019-06-04,2019-06-05,1.0,Late,AllSectors,15,728.02,0,0.0,0,0.0,2,34595.876190476185,0,0.0,0,0.0
808,1928697144.0,CCCA02,KRAFT  llc,,2019,1/30/19,20190306,USD,7704.0,03/01/19 0:00,0,,2019-01-30,2019-03-06,2019-03-01,-5.0,Early,AllSectors,35,7704.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
809,1929258405.0,200230690,DECA co,,2019,05/04/19,20190524,USD,107.72,5/16/19 0:00,0,,2019-05-04,2019-05-24,2019-05-16,-8.0,Early,AllSectors,20,107.72,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
810,1991825989.0,CC6000,HEINZ llc,,2019,4/16/19,20190531,USD,10700.11,07/12/19 0:00,0,,2019-04-16,2019-05-31,2019-07-12,42.0,VeryLate,AllSectors,45,10700.11,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
811,1929742058.0,200793568,SUPE corporation,,2019,8/14/19,20190829,USD,22952.87,09/03/19 0:00,0,,2019-08-14,2019-08-29,2019-09-03,5.0,Late,AllSectors,15,22952.87,1,5557.263636363636,0,0.0,2,30588.90952380952,0,0.0,0,0.0
813,1929377457.0,200772595,SAFEW ,,2019,5/27/19,20190611,USD,2274.48,06/12/19 0:00,0,,2019-05-27,2019-06-11,2019-06-12,1.0,Late,AllSectors,15,2274.48,0,0.0,1,39251.64545454545,1,2353.3181818181815,0,0.0,0,0.0
814,1929976108.0,200707822,PUBLI associates,,2019,10/06/19,20191021,USD,61618.82,10/21/19 0:00,0,,2019-10-06,2019-10-21,2019-10-21,0.0,OnTime,AllSectors,15,61618.82,0,0.0,1,107064.54545454544,5,82578.71176470589,1,9044.581818181818,0,0.0
815,1930178993.0,100024776,PEA corp,,2019,11/22/19,20191227,USD,7214.57,12/23/19 0:00,0,,2019-11-22,2019-12-27,2019-12-23,-4.0,Early,AllSectors,35,7214.57,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
816,1928793439.0,200455322,PEA co,,2019,2/13/19,20190208,USD,11797.98,03/11/19 0:00,0,,2019-02-13,2019-02-08,2019-03-11,31.0,VeryLate,AllSectors,-5,11797.98,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
817,1929021312.0,200769623,WAL-MAR co,Retail,2019,3/25/19,20190409,USD,18025.63,04/04/19 0:00,0,,2019-03-25,2019-04-09,2019-04-04,-5.0,Early,Retail,15,18025.63,35,18903.932478632476,0,0.0,7,20161.547887323944,1,791.8272727272727,0,0.0
818,1928807651.0,200769623,WAL-MAR us,Retail,2019,2/16/19,20190303,USD,14194.81,2/26/19 0:00,0,,2019-02-16,2019-03-03,2019-02-26,-5.0,Early,Retail,15,14194.81,22,16581.6407239819,0,0.0,6,23443.847540983606,1,791.8272727272727,0,0.0
819,1929456818.0,200744019,TARG foundation,,2019,06/08/19,20190623,USD,46232.17,6/25/19 0:00,0,,2019-06-08,2019-06-23,2019-06-25,2.0,Late,AllSectors,15,46232.17,1,10306.645454545453,0,0.0,5,36785.01176470588,0,0.0,0,0.0
820,1928708772.0,200799342,MITCH us,,2019,1/30/19,20190214,USD,2351.5,2/14/19 0:00,0,,2019-01-30,2019-02-14,2019-02-14,0.0,OnTime,AllSectors,15,2351.5,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
822,1930229600.0,200707822,PUBLI llc,,2019,12/06/19,20191221,USD,42399.7,12/23/19 0:00,0,,2019-12-06,2019-12-21,2019-12-23,2.0,Late,AllSectors,15,42399.7,0,0.0,4,78207.83902439025,5,82578.71176470589,1,9044.581818181818,0,0.0
823,1929700983.0,200769623,WAL-MAR associates,Retail,2019,08/06/19,20190821,USD,19164.44,8/19/19 0:00,0,,2019-08-06,2019-08-21,2019-08-19,-2.0,Early,Retail,15,19164.44,90,22606.609544950054,1,11085.927272727273,18,24033.357458563536,1,791.8272727272727,0,0.0
824,1929541935.0,200592182,DECA co,,2019,6/26/19,20190709,USD,27.0,07/01/19 0:00,0,,2019-06-26,2019-07-09,2019-07-01,-8.0,Early,AllSectors,13,27.0,5,6862.082352941177,0,0.0,0,0.0,0,0.0,0,0.0
825,1929422120.0,200777735,NASH  foundation,,2019,06/03/19,20190618,USD,374.54,6/18/19 0:00,0,,2019-06-03,2019-06-18,2019-06-18,0.0,OnTime,AllSectors,15,374.54,1,128.0090909090909,1,701.4727272727272,0,0.0,0,0.0,0,0.0
826,1930122846.0,200696090,UNITE corporation,,2019,11/12/19,20191127,USD,2378.02,12/04/19 0:00,0,,2019-11-12,2019-11-27,2019-12-04,7.0,Late,AllSectors,15,2378.02,0,0.0,2,5180.261904761905,0,0.0,0,0.0,0,0.0
827,1928652856.0,200744019,TARG trust,,2019,1/20/19,20190204,USD,136843.3,02/12/19 0:00,0,,2019-01-20,2019-02-04,2019-02-12,8.0,Late,AllSectors,15,136843.3,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
828,1929151718.0,200494102,MCCA corp,,2019,4/15/19,20190501,USD,62843.85,05/01/19 0:00,0,,2019-04-15,2019-05-01,2019-05-01,0.0,OnTime,AllSectors,16,62843.85,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
831,1928749597.0,200794332,COST corporation,,2019,02/07/19,20190222,USD,8001.57,2/25/19 0:00,0,,2019-02-07,2019-02-22,2019-02-25,3.0,Late,AllSectors,15,8001.57,0,0.0,1,18688.30909090909,0,0.0,0,0.0,0,0.0
833,1929366157.0,200782669,SYGMA associates,,2019,5/24/19,20190608,USD,17940.4,06/10/19 0:00,0,,2019-05-24,2019-06-08,2019-06-10,2.0,Late,AllSectors,15,17940.4,0,0.0,0,0.0,2,20129.82380952381,0,0.0,0,0.0
834,2960550353.0,140106408,WAL-M us,,2019,5/25/19,20190604,CAD,2184.2,6/17/19 0:00,0,,2019-05-25,2019-06-04,2019-06-17,13.0,Late,AllSectors,10,1594.466,0,0.0,0,0.0,7,49131.916901408455,0,0.0,0,0.0
835,1928684660.0,200803720,DEC associates,,2019,1/26/19,20190208,USD,889.68,02/01/19 0:00,0,,2019-01-26,2019-02-08,2019-02-01,-7.0,Early,AllSectors,13,889.68,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
836,1930260983.0,200759878,SA foundation,,2019,12/11/19,20191226,USD,77915.7,12/27/19 0:00,0,,2019-12-11,2019-12-26,2019-12-27,1.0,Late,AllSectors,15,77915.7,0,0.0,6,53266.14262295082,20,33080.48009950248,0,0.0,0,0.0
837,1930250955.0,200794332,COST co,,2019,12/09/19,20191224,USD,46934.33,12/23/19 0:00,0,,2019-12-09,2019-12-24,2019-12-23,-1.0,Early,AllSectors,15,46934.33,8,23848.241975308643,4,12959.068292682929,5,19066.343137254906,0,0.0,0,0.0
838,1929201084.0,200726979,BJ'S  corporation,,2019,4/19/19,20190504,USD,155.68,05/06/19 0:00,0,,2019-04-19,2019-05-04,2019-05-06,2.0,Late,AllSectors,15,155.68,0,0.0,4,27000.421951219512,6,14196.611475409838,0,0.0,0,0.0
839,1929207307.0,200769623,WAL-MAR us,Retail,2019,4/26/19,20190511,USD,3629.22,05/07/19 0:00,0,,2019-04-26,2019-05-11,2019-05-07,-4.0,Early,Retail,15,3629.22,45,20738.792682926836,0,0.0,8,17723.343209876544,1,791.8272727272727,0,0.0
840,1929063182.0,200772595,SAFEW us,,2019,04/01/19,20190416,USD,43176.81,4/16/19 0:00,0,,2019-04-01,2019-04-16,2019-04-16,0.0,OnTime,AllSectors,15,43176.81,0,0.0,0,0.0,1,2353.3181818181815,0,0.0,0,0.0
843,1930010498.0,200777735,NASH  co,,2019,10/14/19,20191123,USD,11859.28,10/29/19 0:00,0,,2019-10-14,2019-11-23,2019-10-29,-25.0,Early,AllSectors,40,11859.28,1,128.0090909090909,2,545.7904761904762,0,0.0,0,0.0,0,0.0
844,1928549754.0,200793568,SUPE in,,2019,01/02/19,20190117,USD,10162.97,1/22/19 0:00,0,,2019-01-02,2019-01-17,2019-01-22,5.0,Late,AllSectors,15,10162.97,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
846,1929961518.0,200230690,DECA corporation,,2019,10/04/19,20191011,USD,22732.45,10/08/19 0:00,0,,2019-10-04,2019-10-11,2019-10-08,-3.0,Early,AllSectors,7,22732.45,3,1177.4967741935484,0,0.0,2,2261.8238095238094,0,0.0,0,0.0
847,1929429589.0,100032278,SI foundation,,2019,06/05/19,20190605,USD,263.31,06/06/19 0:00,0,,2019-06-05,2019-06-05,2019-06-06,1.0,Late,AllSectors,0,263.31,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
848,1929101353.0,200712105,WALG us,,2019,04/07/19,20190422,USD,48583.18,4/22/19 0:00,0,,2019-04-07,2019-04-22,2019-04-22,0.0,OnTime,AllSectors,15,48583.18,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
849,1930455173.0,200794332,COST corp,,2020,1/30/20,20200214,USD,44840.54,2/13/20 0:00,0,,2020-01-30,2020-02-14,2020-02-13,-1.0,Early,AllSectors,15,44840.54,10,29876.434653465345,6,17617.65081967213,5,19066.343137254906,0,0.0,0,0.0
850,1929006317.0,200761734,H E BUT in,,2019,3/21/19,20190405,USD,36180.8,04/04/19 0:00,0,,2019-03-21,2019-04-05,2019-04-04,-1.0,Early,AllSectors,15,36180.8,2,28771.647619047617,0,0.0,0,0.0,0,0.0,0,0.0
852,1929869737.0,200726979,BJ'S  foundation,,2019,9/13/19,20190928,USD,15.42,9/30/19 0:00,0,,2019-09-13,2019-09-28,2019-09-30,2.0,Late,AllSectors,15,15.42,0,0.0,15,8165.665562913908,14,13500.89574468085,0,0.0,0,0.0
853,1929129434.0,200707822,PUBLI us,,2019,4/13/19,20190428,USD,134134.07,4/29/19 0:00,0,,2019-04-13,2019-04-28,2019-04-29,1.0,Late,AllSectors,15,134134.07,0,0.0,0,0.0,3,62374.49677419355,0,0.0,0,0.0
855,1930470073.0,200357714,US  ,,2020,02/03/20,20200218,USD,33032.12,2/18/20 0:00,0,,2020-02-03,2020-02-18,2020-02-18,0.0,OnTime,AllSectors,15,33032.12,0,0.0,0,0.0,1,35447.00909090909,0,0.0,0,0.0
856,1930543092.0,200833713,JETRO corp,,2020,2/19/20,20200305,USD,739.19,03/10/20 0:00,0,,2020-02-19,2020-03-05,2020-03-10,5.0,Late,AllSectors,15,739.19,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
857,1930471402.0,200769623,WAL-MAR associates,Retail,2020,02/05/20,20200220,USD,6803.07,2/18/20 0:00,0,,2020-02-05,2020-02-20,2020-02-18,-2.0,Early,Retail,15,6803.07,177,23859.43083003952,1,11085.927272727273,35,25082.993162393155,1,791.8272727272727,0,0.0
858,1929811431.0,200749782,KROG trust,,2019,8/31/19,20190915,USD,25729.19,9/16/19 0:00,0,,2019-08-31,2019-09-15,2019-09-16,1.0,Late,AllSectors,15,25729.19,0,0.0,2,47470.27619047619,0,0.0,0,0.0,0,0.0
859,1930210676.0,200735528,ASSOCIA associates,,2019,12/05/19,20191220,USD,136578.08,12/23/19 0:00,0,,2019-12-05,2019-12-20,2019-12-23,3.0,Late,AllSectors,15,136578.08,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
860,1929792109.0,200769623,WAL-MAR corporation,Retail,2019,8/26/19,20190910,USD,7921.21,09/05/19 0:00,0,,2019-08-26,2019-09-10,2019-09-05,-5.0,Early,Retail,15,7921.21,102,23952.592850146906,1,11085.927272727273,18,24033.357458563536,1,791.8272727272727,0,0.0
861,1928768740.0,200820380,SMITH'S trust,,2019,02/10/19,20190225,USD,74648.08,2/25/19 0:00,0,,2019-02-10,2019-02-25,2019-02-25,0.0,OnTime,AllSectors,15,74648.08,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
862,1928918664.0,200769623,WAL-MAR associates,Retail,2019,03/08/19,20190323,USD,71480.75,3/19/19 0:00,0,,2019-03-08,2019-03-23,2019-03-19,-4.0,Early,Retail,15,71480.75,32,15711.473831775696,0,0.0,6,23443.847540983606,1,791.8272727272727,0,0.0
863,1929744899.0,200759878,SA trust,,2019,8/16/19,20190831,USD,67907.14,09/03/19 0:00,0,,2019-08-16,2019-08-31,2019-09-03,3.0,Late,AllSectors,15,67907.14,0,0.0,4,67404.30731707318,13,35344.50534351145,0,0.0,0,0.0
864,1929989580.0,200974851,RESTA us,,2019,10/09/19,20191024,USD,1572.26,10/24/19 0:00,0,,2019-10-09,2019-10-24,2019-10-24,0.0,OnTime,AllSectors,15,1572.26,1,3206.8454545454547,2,2278.461904761905,1,342.1363636363636,0,0.0,0,0.0
865,1930526913.0,200769623,WAL-MAR ,Retail,2020,2/13/20,20200228,USD,15505.86,2/25/20 0:00,0,,2020-02-13,2020-02-28,2020-02-25,-3.0,Early,Retail,15,15505.86,182,23813.863207029106,1,11085.927272727273,35,25082.993162393155,1,791.8272727272727,0,0.0
868,1930071980.0,200726979,BJ'S  ,,2019,10/30/19,20191114,USD,205.09,11/15/19 0:00,0,,2019-10-30,2019-11-14,2019-11-15,1.0,Late,AllSectors,15,205.09,0,0.0,18,6913.839226519338,17,11307.380701754386,0,0.0,0,0.0
